ITINERARY_ID,SEQ,TITLE,CONTENT
387837,7,Key Features - Itinerary,<ul><li>Street food in Penang</li><li>Koh Samui&#8217;s talc-like beaches</li><li>Singapore&#8217;s supertrees</li></ul>
387837,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387837,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387837,100,Cru_New,-
387839,1,Ship Name,Marella Discovery
387839,2,Cruise Name,Wonders of Asia 1
387839,4,Adults Only,Please see A-Z Guide.
387839,7,Key Features - Itinerary,<ul><li>Street food in Penang</li><li>Koh Samui&#8217;s talc-like beaches</li><li>Singapore&#8217;s supertrees</li></ul>
387839,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387839,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387839,100,Cru_New,-
387841,1,Ship Name,Marella Discovery
387841,2,Cruise Name,Wonders of Asia 2
387841,4,Adults Only,Please see A-Z Guide.
387841,7,Key Features - Itinerary,<ul><li>Street food in Penang</li><li>Koh Samui&#8217;s talc-like beaches</li><li>Singapore&#8217;s supertrees</li></ul>
387841,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387841,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387841,100,Cru_New,-
387843,1,Ship Name,Marella Discovery
387843,2,Cruise Name,Wonders of Asia 2
387843,4,Adults Only,Please see A-Z Guide.
387843,7,Key Features - Itinerary,<ul><li>Street food in Penang</li><li>Koh Samui&#8217;s talc-like beaches</li><li>Singapore&#8217;s supertrees</li></ul>
387843,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387843,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387843,100,Cru_New,-
387845,1,Ship Name,Marella Discovery
387845,2,Cruise Name,Wonders of Asia 2
387845,4,Adults Only,Please see A-Z Guide.
387845,7,Key Features - Itinerary,<ul><li>Street food in Penang</li><li>Koh Samui&#8217;s talc-like beaches</li><li>Singapore&#8217;s supertrees</li></ul>
387845,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387845,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387845,100,Cru_New,-
387855,1,Ship Name,Marella Discovery
387855,2,Cruise Name,Secrets of Asia 1
387855,4,Adults Only,Please see A-Z Guide.
387855,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
387855,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387855,100,Brochure production comment,Please add overnight stay plug for W18 brochures.
387855,100,Cru_New,-
387857,1,Ship Name,Marella Discovery
387857,2,Cruise Name,Secrets of Asia 1
387857,4,Adults Only,Please see A-Z Guide.
387857,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
387857,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387857,100,Brochure production comment,Please add overnight stay plug for W18 brochures.
387857,100,Cru_New,-
387859,1,Ship Name,Marella Discovery
387859,2,Cruise Name,Secrets of Asia 1
387859,4,Adults Only,Please see A-Z Guide.
387859,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
387859,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387859,100,Brochure production comment,Please add overnight stay plug for W18 brochures.
387859,100,Cru_New,-
387861,1,Ship Name,Marella Discovery
387861,2,Cruise Name,Secrets of Asia 2
387861,4,Adults Only,Please see A-Z Guide.
387861,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
387861,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387861,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387861,100,Cru_New,-
387863,1,Ship Name,Marella Discovery
387863,2,Cruise Name,Secrets of Asia 2
387863,4,Adults Only,Please see A-Z Guide.
387863,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
387863,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387863,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387863,100,Cru_New,-
387865,1,Ship Name,Marella Discovery
387865,2,Cruise Name,Secrets of Asia 2
387865,4,Adults Only,Please see A-Z Guide.
387865,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
387865,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387865,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387865,100,Cru_New,-
387867,1,Ship Name,Marella Discovery
387867,2,Cruise Name,Eastern Sunsets 1
387867,4,Adults Only,Please see A-Z Guide.
387867,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
387867,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387867,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387867,100,Cru_New,-
387869,1,Ship Name,Marella Discovery
387869,2,Cruise Name,Eastern Sunsets 1
387869,4,Adults Only,Please see A-Z Guide.
387869,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
387869,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387869,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387869,100,Cru_New,-
387871,1,Ship Name,Marella Discovery
387871,2,Cruise Name,Eastern Sunsets 1
387871,4,Adults Only,Please see A-Z Guide.
387871,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
387871,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387871,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387871,100,Cru_New,-
387873,1,Ship Name,Marella Discovery
387873,2,Cruise Name,Eastern Sunsets 2
387873,4,Adults Only,Please see A-Z Guide.
387873,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
387873,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387873,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387873,100,Cru_New,-
387875,1,Ship Name,Marella Discovery
387875,2,Cruise Name,Eastern Sunsets 2
387875,4,Adults Only,Please see A-Z Guide.
387875,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
387875,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387875,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387875,100,Cru_New,-
387877,1,Ship Name,Marella Discovery
387877,2,Cruise Name,Eastern Sunsets 2
387877,4,Adults Only,Please see A-Z Guide.
387877,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
387877,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
387877,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387877,100,Cru_New,-
387879,1,Ship Name,Marella Discovery
387879,2,Cruise Name,Journey to Arabia 1
387879,4,Adults Only,Please see A-Z Guide.
387879,7,Key Features - Itinerary,<ul><li>The Hanging Gardens of Mumbai</li><li>Dubai Mall</li><li>Ferrari World in Abu Dhabi</li></ul>
387879,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387879,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387879,100,Cru_New,-
387881,1,Ship Name,Marella Discovery
387881,2,Cruise Name,Journey to Arabia 1
387881,4,Adults Only,Please see A-Z Guide.
387881,7,Key Features - Itinerary,<ul><li>The Hanging Gardens of Mumbai</li><li>Dubai Mall</li><li>Ferrari World in Abu Dhabi</li></ul>
387881,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387881,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387881,100,Cru_New,-
387883,1,Ship Name,Marella Discovery
387883,2,Cruise Name,Journey to Arabia 1
387883,4,Adults Only,Please see A-Z Guide.
387883,7,Key Features - Itinerary,<ul><li>The Hanging Gardens of Mumbai</li><li>Dubai Mall</li><li>Ferrari World in Abu Dhabi</li></ul>
387883,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
387883,100,Brochure production comment,Please add overnight stay plug for W18 brochures
387883,100,Cru_New,-
388531,1,Ship Name,Marella Discovery
388531,2,Cruise Name,Baltic Discovery
388531,7,Key Features - Itinerary,<ul><li>Oslo&#8217;s opera house</li><li>Canal cruises in Stockholm</li><li>The Berlin Wall</li></ul>
388531,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388531,100,Brochure production comment,Please add in an overnight stay plug for S18.
388533,1,Ship Name,Marella Discovery
388533,2,Cruise Name,Baltic Discovery
388533,7,Key Features - Itinerary,<ul><li>Oslo&#8217;s opera house</li><li>Canal cruises in Stockholm</li><li>The Berlin Wall</li></ul>
388533,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388533,100,Brochure production comment,Please add in an overnight stay plug for S18.
388535,1,Ship Name,Marella Discovery
388535,2,Cruise Name,Baltic Discovery
388535,7,Key Features - Itinerary,<ul><li>Oslo&#8217;s opera house</li><li>Canal cruises in Stockholm</li><li>The Berlin Wall</li></ul>
388535,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388535,100,Brochure production comment,Please add in an overnight stay plug for S18.
388537,1,Ship Name,Marella Discovery
388537,2,Cruise Name,Baltic Discovery
388537,7,Key Features - Itinerary,<ul><li>Oslo&#8217;s opera house</li><li>Canal cruises in Stockholm</li><li>The Berlin Wall</li></ul>
388537,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388537,100,Brochure production comment,Please add in an overnight stay plug for S18.
388539,1,Ship Name,Marella Discovery
388539,2,Cruise Name,Wonders of the Fjords
388539,7,Key Features - Itinerary,<ul><li>Bergen&#8217;s wooden houses</li><li>Spectacular Geirangerfjord</li><li>Hellesylt&#8217;s waterfalls</li></ul>
388539,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388541,1,Ship Name,Marella Discovery
388541,2,Cruise Name,Wonders of the Fjords
388541,7,Key Features - Itinerary,<ul><li>Bergen&#8217;s wooden houses</li><li>Spectacular Geirangerfjord</li><li>Hellesylt&#8217;s waterfalls</li></ul>
388541,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388543,1,Ship Name,Marella Discovery
388543,2,Cruise Name,Wonders of the Fjords
388543,7,Key Features - Itinerary,<ul><li>Bergen&#8217;s wooden houses</li><li>Spectacular Geirangerfjord</li><li>Hellesylt&#8217;s waterfalls</li></ul>
388543,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388545,1,Ship Name,Marella Discovery
388545,2,Cruise Name,Wonders of the Fjords
388545,7,Key Features - Itinerary,<ul><li>Bergen&#8217;s wooden houses</li><li>Spectacular Geirangerfjord</li><li>Hellesylt&#8217;s waterfalls</li></ul>
388545,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388547,1,Ship Name,Marella Discovery
388547,2,Cruise Name,Norways Midnight Sun
388547,7,Key Features - Itinerary,<ul><li>Mountain cable car rides</li><li>Olden&#8217;s gleaming glaciers</li><li>Eye-catching fjords</li></ul>
388547,100,Please Note,*Tender to shore
388549,1,Ship Name,Marella Discovery
388549,2,Cruise Name,Norways Midnight Sun
388549,7,Key Features - Itinerary,<ul><li>Mountain cable car rides</li><li>Olden&#8217;s gleaming glaciers</li><li>Eye-catching fjords</li></ul>
388549,100,Please Note,*Tender to shore
388551,1,Ship Name,Marella Discovery
388551,2,Cruise Name,Norways Midnight Sun
388551,7,Key Features - Itinerary,<ul><li>Mountain cable car rides</li><li>Olden&#8217;s gleaming glaciers</li><li>Eye-catching fjords</li></ul>
388551,100,Please Note,*Tender to shore
388553,1,Ship Name,Marella Discovery
388553,2,Cruise Name,Norways Midnight Sun
388553,7,Key Features - Itinerary,<ul><li>Mountain cable car rides</li><li>Olden&#8217;s gleaming glaciers</li><li>Eye-catching fjords</li></ul>
388553,100,Please Note,*Tender to shore
388555,1,Ship Name,Marella Discovery
388555,2,Cruise Name,Baltic Capitals
388555,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s time-warp old town</li><li>Kayak Gothenburg&#8217;s canals</li><li>Rostocks Botanical Garden</li></ul>
388555,100,Cru_New,-
388555,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388557,1,Ship Name,Marella Discovery
388557,2,Cruise Name,Baltic Capitals
388557,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s time-warp old town</li><li>Kayak Gothenburg&#8217;s canals</li><li>Rostocks Botanical Garden</li></ul>
388557,100,Cru_New,-
388557,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388559,1,Ship Name,Marella Discovery
388559,2,Cruise Name,Baltic Capitals
388559,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s time-warp old town</li><li>Kayak Gothenburg&#8217;s canals</li><li>Rostocks Botanical Garden</li></ul>
388559,100,Cru_New,-
388559,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388561,1,Ship Name,Marella Discovery
388561,2,Cruise Name,Baltic Capitals
388561,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s time-warp old town</li><li>Kayak Gothenburg&#8217;s canals</li><li>Rostocks Botanical Garden</li></ul>
388561,100,Cru_New,-
388561,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388563,1,Ship Name,Marella Discovery
388563,2,Cruise Name,Fire &amp; Ice
388563,7,Key Features - Itinerary,<ul><li>Pulpit Rock</li><li>The Blue Lagoon</li><li>Torshavns Cathedral</li></ul>
388563,100,Please Note,*Tender to shore
388565,1,Ship Name,Marella Discovery
388565,2,Cruise Name,Fire &amp; Ice
388565,7,Key Features - Itinerary,<ul><li>Pulpit Rock</li><li>The Blue Lagoon</li><li>Torshavns Cathedral</li></ul>
388565,100,Please Note,*Tender to shore
388567,1,Ship Name,Marella Discovery
388567,2,Cruise Name,Fire &amp; Ice
388567,7,Key Features - Itinerary,<ul><li>Pulpit Rock</li><li>The Blue Lagoon</li><li>Torshavns Cathedral</li></ul>
388567,100,Please Note,*Tender to shore
388569,1,Ship Name,Marella Discovery
388569,2,Cruise Name,Fire &amp; Ice
388569,7,Key Features - Itinerary,<ul><li>Pulpit Rock</li><li>The Blue Lagoon</li><li>Torshavns Cathedral</li></ul>
388569,100,Please Note,*Tender to shore
388571,1,Ship Name,Marella Discovery
388571,2,Cruise Name,Magnificent Fjords
388571,7,Key Features - Itinerary,<ul><li>Scenic boat rides</li><li>Picture-perfect Eidfjord</li><li>White caves of Gudvangen</li></ul>
388571,100,Please Note,*Tender to shore
388573,1,Ship Name,Marella Discovery
388573,2,Cruise Name,Magnificent Fjords
388573,7,Key Features - Itinerary,<ul><li>Scenic boat rides</li><li>Picture-perfect Eidfjord</li><li>White caves of Gudvangen</li></ul>
388573,100,Please Note,*Tender to shore
388575,1,Ship Name,Marella Discovery
388575,2,Cruise Name,Magnificent Fjords
388575,7,Key Features - Itinerary,<ul><li>Scenic boat rides</li><li>Picture-perfect Eidfjord</li><li>White caves of Gudvangen</li></ul>
388575,100,Please Note,*Tender to shore
388577,1,Ship Name,Marella Discovery
388577,2,Cruise Name,Magnificent Fjords
388577,7,Key Features - Itinerary,<ul><li>Scenic boat rides</li><li>Picture-perfect Eidfjord</li><li>White caves of Gudvangen</li></ul>
388577,100,Please Note,*Tender to shore
388579,1,Ship Name,Marella Discovery
388579,2,Cruise Name,Baltic Explorer
388579,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s Medieval turrets</li><li>St Petersburg&#8217;s domed cathedrals</li><li>The Little Mermaid in Copenhagen</li></ul>
388579,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388581,1,Ship Name,Marella Discovery
388581,2,Cruise Name,Baltic Explorer
388581,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s Medieval turrets</li><li>St Petersburg&#8217;s domed cathedrals</li><li>The Little Mermaid in Copenhagen</li></ul>
388581,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388583,1,Ship Name,Marella Discovery
388583,2,Cruise Name,Baltic Explorer
388583,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s Medieval turrets</li><li>St Petersburg&#8217;s domed cathedrals</li><li>The Little Mermaid in Copenhagen</li></ul>
388583,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388585,1,Ship Name,Marella Discovery
388585,2,Cruise Name,Baltic Explorer
388585,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s Medieval turrets</li><li>St Petersburg&#8217;s domed cathedrals</li><li>The Little Mermaid in Copenhagen</li></ul>
388585,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388587,1,Ship Name,Marella Discovery
388587,2,Cruise Name,Fantastic Fjords
388587,7,Key Features - Itinerary,<ul><li>Flam&#8217;s famous railway</li><li>Hike to Pulpit Rock</li><li>Striking mountain scenery</li></ul>
388587,100,Cru_New,-
388589,1,Ship Name,Marella Discovery
388589,2,Cruise Name,Fantastic Fjords
388589,7,Key Features - Itinerary,<ul><li>Flam&#8217;s famous railway</li><li>Hike to Pulpit Rock</li><li>Striking mountain scenery</li></ul>
388589,100,Cru_New,-
388591,1,Ship Name,Marella Discovery
388591,2,Cruise Name,Fantastic Fjords
388591,7,Key Features - Itinerary,<ul><li>Flam&#8217;s famous railway</li><li>Hike to Pulpit Rock</li><li>Striking mountain scenery</li></ul>
388591,100,Cru_New,-
388593,1,Ship Name,Marella Discovery
388593,2,Cruise Name,Fantastic Fjords
388593,7,Key Features - Itinerary,<ul><li>Flam&#8217;s famous railway</li><li>Hike to Pulpit Rock</li><li>Striking mountain scenery</li></ul>
388593,100,Cru_New,-
388595,1,Ship Name,Marella Discovery
388595,2,Cruise Name,Baltic Treasures
388595,7,Key Features - Itinerary,<ul><li>Sophisticated Oslo</li><li>St Petersburg&#8217;s museums</li><li>Helsinki&#8217;s architecture</li></ul>
388595,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388595,100,Cru_New,-
388597,1,Ship Name,Marella Discovery
388597,2,Cruise Name,Baltic Treasures
388597,7,Key Features - Itinerary,<ul><li>Sophisticated Oslo</li><li>St Petersburg&#8217;s museums</li><li>Helsinki&#8217;s architecture</li></ul>
388597,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388597,100,Cru_New,-
373901,1,Ship Name,Marella Discovery
373901,2,Cruise Name,Baltic Discovery
373901,7,Key Features - Itinerary,<ul><li>Oslo&#8217;s opera house</li><li>Canal cruises in Stockholm</li><li>The Berlin Wall</li></ul>
373901,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
373901,100,Brochure production comment,Please add in an overnight stay plug for S18.
388599,1,Ship Name,Marella Discovery
388599,2,Cruise Name,Baltic Treasures
388599,7,Key Features - Itinerary,<ul><li>Sophisticated Oslo</li><li>St Petersburg&#8217;s museums</li><li>Helsinki&#8217;s architecture</li></ul>
388599,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388599,100,Cru_New,-
388601,1,Ship Name,Marella Discovery
388601,2,Cruise Name,Baltic Treasures
388601,7,Key Features - Itinerary,<ul><li>Sophisticated Oslo</li><li>St Petersburg&#8217;s museums</li><li>Helsinki&#8217;s architecture</li></ul>
388601,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388601,100,Cru_New,-
388603,1,Ship Name,Marella Discovery
388603,2,Cruise Name,European Experience
388603,7,Key Features - Itinerary,<ul><li>The Bayeux Tapestry</li><li>Amsterdam&#8217;s criss-cross canals</li><li>Maritime history in Bremerhaven</li></ul>
388603,100,Cru_New,-
388603,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388605,1,Ship Name,Marella Discovery
388605,2,Cruise Name,European Experience
388605,7,Key Features - Itinerary,<ul><li>The Bayeux Tapestry</li><li>Amsterdam&#8217;s criss-cross canals</li><li>Maritime history in Bremerhaven</li></ul>
388605,100,Cru_New,-
388605,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
373911,1,Ship Name,Marella Discovery
373911,2,Cruise Name,Wonders of the Fjords
373911,7,Key Features - Itinerary,<ul><li>Bergen&#8217;s wooden houses</li><li>Spectacular Geirangerfjord</li><li>Hellesylt&#8217;s waterfalls</li></ul>
373911,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388607,1,Ship Name,Marella Discovery
388607,2,Cruise Name,European Experience
388607,7,Key Features - Itinerary,<ul><li>The Bayeux Tapestry</li><li>Amsterdam&#8217;s criss-cross canals</li><li>Maritime history in Bremerhaven</li></ul>
388607,100,Cru_New,-
388607,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388609,1,Ship Name,Marella Discovery
388609,2,Cruise Name,European Experience
388609,7,Key Features - Itinerary,<ul><li>The Bayeux Tapestry</li><li>Amsterdam&#8217;s criss-cross canals</li><li>Maritime history in Bremerhaven</li></ul>
388609,100,Cru_New,-
388609,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
388611,1,Ship Name,Marella Discovery
388611,2,Cruise Name,Seeking the Northern Lights
388611,7,Key Features - Itinerary,<ul><li>Empty beaches in Leknes</li><li>Tromso&#8217;s iceberg-like cathedral</li><li>Snow-topped peaks in Molde</li></ul>
388611,100,Please Note,*Tender to shore
388611,100,Cru_New,-
388613,1,Ship Name,Marella Discovery
388613,2,Cruise Name,Seeking the Northern Lights
388613,7,Key Features - Itinerary,<ul><li>Empty beaches in Leknes</li><li>Tromso&#8217;s iceberg-like cathedral</li><li>Snow-topped peaks in Molde</li></ul>
388613,100,Please Note,*Tender to shore
388613,100,Cru_New,-
388615,1,Ship Name,Marella Discovery
388615,2,Cruise Name,Seeking the Northern Lights
388615,7,Key Features - Itinerary,<ul><li>Empty beaches in Leknes</li><li>Tromso&#8217;s iceberg-like cathedral</li><li>Snow-topped peaks in Molde</li></ul>
388615,100,Please Note,*Tender to shore
388615,100,Cru_New,-
388617,1,Ship Name,Marella Discovery
388617,2,Cruise Name,Seeking the Northern Lights
388617,7,Key Features - Itinerary,<ul><li>Empty beaches in Leknes</li><li>Tromso&#8217;s iceberg-like cathedral</li><li>Snow-topped peaks in Molde</li></ul>
388617,100,Please Note,*Tender to shore
388617,100,Cru_New,-
388619,1,Ship Name,Marella Discovery
388619,2,Cruise Name,Hidden Treasures of Europe
388619,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
388621,1,Ship Name,Marella Discovery
388621,2,Cruise Name,Hidden Treasures of Europe
388621,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
388621,100,Please Note,Just so you know you can also disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details. <table class=epicTable border=0> <tr> <td></td> </tr> </table>
388623,1,Ship Name,Marella Discovery
388623,2,Cruise Name,Hidden Treasures of Europe
388623,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
388623,100,Please Note,Just so you know you can also disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details. <table class=epicTable border=0> <tr> <td></td> </tr> </table>
388625,1,Ship Name,Marella Discovery
388625,2,Cruise Name,Hidden Treasures of Europe
388625,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
388625,100,Please Note,Just so you know you can also disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details. <table class=epicTable border=0> <tr> <td></td> </tr> </table>
373921,1,Ship Name,Marella Discovery
373921,2,Cruise Name,Norways Midnight Sun
373921,7,Key Features - Itinerary,<ul><li>Mountain cable car rides</li><li>Olden&#8217;s gleaming glaciers</li><li>Eye-catching fjords</li></ul>
373921,100,Please Note,*Tender to shore
388627,1,Ship Name,Marella Discovery
388627,2,Cruise Name,Hidden Treasures of Europe
388627,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
388627,100,Please Note,Just so you know you can also disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details. <table class=epicTable border=0> <tr> <td></td> </tr> </table>
388629,1,Ship Name,Marella Discovery
388629,2,Cruise Name,Electric Sunsets - The 80s Cruise Weekender
388629,4,Adults Only,Please see A-Z Guide.
388629,7,Key Features - Itinerary,<ul><li>Anne Frank&#8217;s House</li><li>Chocolate and beer in Bruges</li><li>Cycle Amsterdam&#8217;s cobbled streets</li></ul>
388631,1,Ship Name,Marella Discovery
388631,2,Cruise Name,Electric Sunsets - The 80s Cruise Weekender
388631,4,Adults Only,Please see A-Z Guide.
388631,7,Key Features - Itinerary,<ul><li>Anne Frank&#8217;s House</li><li>Chocolate and beer in Bruges</li><li>Cycle Amsterdam&#8217;s cobbled streets</li></ul>
388633,1,Ship Name,Marella Discovery
388633,2,Cruise Name,Electric Sunsets - The 80s Cruise Weekender
388633,4,Adults Only,Please see A-Z Guide.
388633,7,Key Features - Itinerary,<ul><li>Anne Frank&#8217;s House</li><li>Chocolate and beer in Bruges</li><li>Cycle Amsterdam&#8217;s cobbled streets</li></ul>
388635,1,Ship Name,Marella Discovery
388635,2,Cruise Name,Southern Escape
388635,7,Key Features - Itinerary,<ul><li>The Guggenheim Museum</li><li>Fresh mussels in Vigo</li><li>Lisbon&#8217;s lively Bairro Alto</li></ul>
373931,1,Ship Name,Marella Discovery
373931,2,Cruise Name,Baltic Capitals
373931,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s time-warp old town</li><li>Kayak Gothenburg&#8217;s canals</li><li>Rostocks Botanical Garden</li></ul>
373931,100,Cru_New,-
373931,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
373941,1,Ship Name,Marella Discovery
373941,2,Cruise Name,Fire &amp; Ice
